client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464430.mp3	Meu nome é Heather.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464431.mp3	Tudo era querido.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464433.mp3	Ele achou? logo depois do amanhecer? e não longe dos poços de areia.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464435.mp3	Um homem tentando amarrar uma vaca com uma corda.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464436.mp3	Mais tarde ele deu à luz a sua filha.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464437.mp3	"Ainda bem que ele tirou o ""T"" disso."	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464449.mp3	Minha chinchila come pão.	2	1	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464450.mp3	A vista deveria valer a pena.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464451.mp3	Decidiu voltar para a estação	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464452.mp3	Duas pessoas caminham por uma calçada entre edifícios.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464458.mp3	Eu quero que meu bebê se pareça com você.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464459.mp3	Sempre atordoado	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464460.mp3	O que é tão deprimente sobre isso?	2	1	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464461.mp3	O transistor queimou	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464462.mp3	A rádio que mudou, dá-lhe notícias, vídeos, fotos.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464463.mp3	Ela deveria estar aqui a qualquer momento.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464464.mp3	Eu acho que eles falam espanhol na Bolívia.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464465.mp3	O pinguim atravessa o gelo juntando-se aos seus companheiros.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464466.mp3	Eu não sei para onde ir.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464467.mp3	Eu trabalho na construção civil.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464468.mp3	Ele não estava pedindo ajuda.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464469.mp3	Descubra as melhores coisas para fazer hoje em Lisboa.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464471.mp3	Uma pequena orquestra de cordas toca em uma igreja onde a multidão assiste.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464472.mp3	Somos grandes fãs do nosso clube de futebol.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464473.mp3	"""Bem? por que você não vai para Meca agora??"" Perguntou o garoto."	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464475.mp3	Eu só estava perguntando.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464478.mp3	Fazer um handstand precisa de muita prática para aprender.	2	1	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464480.mp3	Mas poderíamos vender chá em copos de cristal.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464482.mp3	"""Quais são essas coisas?"", ele perguntou."	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464483.mp3	Um cão e uma pessoa fazendo um curso de agilidade.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464484.mp3	Quantos anos você tem?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464485.mp3	Volte para sentar à esquerda	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464486.mp3	Dois cães marrons estão correndo pela grama verde.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464487.mp3	Volte novamente em algum momento.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464529.mp3	Não consigo pensar em nenhum motivo pelo qual ela foi morta.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464531.mp3	Foi a primeira vez que alguém disse algo assim.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464532.mp3	Talvez o alquimista nunca tenha se apaixonado, pensou o menino.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464558.mp3	Isso faz parte do processo de socialização do indivíduo.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464559.mp3	Qual é o seu sonho, Ethan?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464561.mp3	Você pode procurar o álbum de Bireswar?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464563.mp3	A Samsung é uma empresa americana?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464564.mp3	Tive dificuldades, não vou negar	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464566.mp3	Os garotos estão procurando por maçãs que não existem.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464569.mp3	Mas agora os sons dentro pararam.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464572.mp3	Pessoas acenando bandeiras americanas enquanto em roupas de inverno.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464574.mp3	Ela prometeu sem pensar	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464576.mp3	O estranho pensou por um momento, ponderando suas opções.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464577.mp3	Você poderia salvar a vida desse pobre diabo.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464578.mp3	Quando ele fala em nossa língua, eu posso interpretar o que ele disse.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464579.mp3	Até a felicidade desaparecerá	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464580.mp3	E você se casou com ela.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464581.mp3	Sem escolha	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464582.mp3	Um grupo de pessoas em um festival está soprando bolhas e apreciando as atrações.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464583.mp3	Eu acabei de suar, mas apesar de tudo, nós estamos entendendo.	2	1	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464586.mp3	O confisco dos elementos utilizados para cometer a infração também pode ser decretado.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464587.mp3	Windows dez.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464588.mp3	Vire a folha rapidamente	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464589.mp3	Uma figura fantasmagórica apareceu.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464590.mp3	Este homem parecia exatamente o mesmo?, exceto que agora os papéis estavam invertidos.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464591.mp3	Você quer uma bolacha?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464592.mp3	Desligar.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464593.mp3	Era de manhã cedo quando ela acordou.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464594.mp3	O simum explodiu naquele dia como nunca havia explodido antes.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464595.mp3	É um lindo milagre.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464597.mp3	Você viveu sua vida de uma maneira amorosa e morreu com dignidade.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464599.mp3	Os banhos romanos são soberbos	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_20464601.mp3	Você não precisa fazer nada desse tipo!	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713339.mp3	No final, isso levou ao segundo saque da cidade.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713342.mp3	adicionar este álbum à minha playlist Blues	2	1	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713498.mp3	Feliz expressão em seu rosto	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713499.mp3	A mulher ficou em silêncio por algum tempo.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713501.mp3	Você tem certeza disso?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713502.mp3	Dois homens estão boxeando enquanto o árbitro assiste.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713504.mp3	Minha percepção era diferente	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713505.mp3	O novo filme do Homem-Aranha será lançado esse ano.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713506.mp3	Eu não posso acreditar em mim mesmo.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713507.mp3	Ele estendeu a mão e pegou uma concha do chão.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713514.mp3	O cavalo galopou incontrolavelmente.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713515.mp3	Eles inspecionaram o cardápio no restaurante.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713518.mp3	Uma jovem garota ajuda um garotinho a obter sabão para as mãos.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713520.mp3	Jason abriu alguns baús velhos e empoeirados no sótão de sua casa.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713534.mp3	As enormes muralhas da cidade deram o nome à época da parede.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713535.mp3	Qual a capital da Coreia do Sul?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713536.mp3	Foi legal falar com você.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713537.mp3	Qual é a sua pergunta mesmo?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713538.mp3	Havia um tubo de metal, mas foi perdido	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713554.mp3	As três crianças estão em uma gaiola.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713555.mp3	Duas mulheres jogam voleibol na areia.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713557.mp3	Você vai falar com ela?	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713560.mp3	Diga o valor deste produto.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713574.mp3	O custo do aluguel aumentou muito nos últimos anos.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713576.mp3	Um snowboarder salta alto sobre a neve na área de montanha.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713577.mp3	Uma jaqueta de seda branca combina com qualquer sapato.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713580.mp3	Foi visto no início da manhã? correndo para o leste.	2	0	twenties	male		pt	
d76e872cd8e581ed15344f019d4debe9986a03723be3fbc78f85b0cd7ce80f149c3ac2349e0246d64ff31e8878ce2394e114aebac64704e1502787327fcc2ef7	common_voice_pt_21713595.mp3	Encontramos o dispositivo no armário.	2	0	twenties	male		pt	
